"iso2c","country","SE.SEC.NENR.FE","year","iso3c","region","capital","longitude","latitude","income","lending"
"CA","Canada",91.6542816162109,2013,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",92.0887832641602,2012,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2011,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2010,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2009,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2008,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2007,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2006,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2005,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2004,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2017,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",100,2016,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",92.9374389648438,2015,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",91.0648803710938,2014,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2000,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1999,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1998,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1997,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1996,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1995,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",88.8021011352539,1994,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1993,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1992,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1991,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,1990,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CA","Canada",,2001,"CAN","North America","Ottawa","-75.6919","45.4215","High income","Not classified"
"CD","Congo, Dem. Rep.",,2016,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2015,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2017,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2012,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2011,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2014,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2013,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2009,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2008,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2007,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2006,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2005,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2004,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2003,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2002,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2001,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2000,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,1999,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,1998,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,2010,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,1996,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,1995,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",12.3459701538086,1994,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",12.5791397094727,1993,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",11.9688196182251,1992,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,1991,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,1990,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CD","Congo, Dem. Rep.",,1997,"COD","Sub-Saharan Africa ","Kinshasa","15.3222","-4.325","Low income","IDA"
"CF","Central African Republic",,1990,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2017,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2016,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2015,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2014,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2013,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",9.42004013061523,2012,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",9.91619968414307,2011,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2010,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",7.69954013824463,2009,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2008,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2007,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2006,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2005,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2004,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2003,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2002,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2001,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,2000,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1999,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1998,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1997,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1996,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1995,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1994,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1993,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1992,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CF","Central African Republic",,1991,"CAF","Sub-Saharan Africa ","Bangui","21.6407","5.63056","Low income","IDA"
"CG","Congo, Rep.",,2003,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2001,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2000,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1999,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2002,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2010,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2009,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2008,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2007,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2006,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2005,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2004,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2017,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2016,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2015,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2014,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2013,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2012,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,2011,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1998,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1997,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1996,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1995,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1994,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1993,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1992,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1991,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CG","Congo, Rep.",,1990,"COG","Sub-Saharan Africa ","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"CH","Switzerland",,2017,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",84.473876953125,2016,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",83.7996215820313,2015,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",83.2295608520508,2014,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",82.3273391723633,2013,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",79.8094482421875,2012,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",81.7707366943359,2011,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",82.0823669433594,2010,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",81.5626678466797,2009,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",82.3033065795898,2008,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",82.4511413574219,2007,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",82.5977325439453,2006,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",82.0186233520508,2005,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",81.1470184326172,2004,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",80.7437973022461,2003,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",80.9447021484375,2002,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",81.9555511474609,2001,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",82.0639266967773,2000,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",81.5790405273438,1999,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",,1998,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",,1997,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",,1996,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",,1995,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",78.2564086914063,1994,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",76.9493408203125,1993,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",75.8762817382813,1992,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",75.2041473388672,1991,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CH","Switzerland",74.0161590576172,1990,"CHE","Europe & Central Asia","Bern","7.44821","46.948","High income","Not classified"
"CI","Cote d'Ivoire",,2015,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",25.195930480957,2014,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2017,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",29.876880645752,2016,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2012,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2011,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2010,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2009,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2008,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2007,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2006,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2005,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2004,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2003,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2002,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"CI","Cote d'Ivoire",,2001,"CIV","Sub-Saharan Africa ","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
